"locus","count_MCF10A","count_MDAMB436"
"L1FLnI_3p26.1p",1,4
"L1FLnI_6p25.3a",1,1
"L1FLnI_9p23h",1,0
"L1FLnI_13q21.32d",1,0
"L1FLnI_14q21.3g",1,1
"L1FLnI_15q14o",1,2
"L1ORF2_1q31.3",1,5
"L1FLnI_3q13.11v",1,1
"L1FLnI_18q22.1a",1,0
"L1FLnI_Xq21.1we",1,0
"L1FLnI_Xq21.2aa",1,1
"L1FLnI_Xq25qb",1,2
"L1FLnI_Yp11.2kb",1,0
"L1FLnI_1q32.2m",1,0
"L1FLnI_2p15f",1,2
"L1FLnI_3p11.1ea",1,0
"L1FLnI_3q21.3c",1,1
"L1FLnI_4q24eb",1,0
"L1FLnI_4q28.3ha",1,6
"L1FLnI_10q11.21aa",1,5
"L1FLnI_20q12d",1,7
"L1FLnI_Xp11.21k",1,0
"L1FLnI_Xq21.1xc",1,0
"L1FLnI_5q32ba",1,3
"L1FLnI_10q21.1ga",1,4
"L1FLnI_1p13.1e",1,1
"L1FLnI_3p22.2g",1,3
"L1FLnI_1p31.3u",1,1
"L1FLnI_1q23.1a",1,0
"L1FLnI_1q41ca",1,0
"L1FLnI_3q13.13h",1,0
"L1FLnI_4p16.1d",1,1
"L1FLnI_4q32.1k",1,2
"L1FLnI_6p12.1v",1,1
"L1FLnI_7p21.1p",1,0
"L1FLnI_7p15.3k",1,5
"L1FLnI_7q31.31b",1,1
"L1FLnI_8q11.23b",1,0
"L1FLnI_12q23.3s",1,2
"L1FLnI_13q21.2o",1,1
"L1FLnI_Xp11.22r",1,0
"L1FLnI_Xp11.21oa",1,1
"L1FLnI_Xq21.2e",1,8
"L1FLnI_Yq11.223xa",1,0
"L1FLnI_6q15d",1,1
"L1FLnI_3p14.2n",1,0
"L1FLnI_4q12sb",1,0
"L1FLnI_10q21.2b",1,0
"L1FLnI_11p13p",1,0
"L1FLnI_12p11.22g",1,0
"L1FLnI_19p12j",1,1
"L1FLnI_Xp22.12g",1,1
"L1FLnI_1q23.3h",1,7
"L1FLnI_2q14.3ia",1,0
"L1FLnI_2q14.3ra",1,2
"L1FLnI_3q13.31g",1,0
"L1FLnI_4q25oa",1,0
"L1FLnI_4q26v",1,6
"L1FLnI_5q23.3a",1,7
"L1FLnI_9q21.32d",1,0
"L1FLnI_13q12.12i",1,0
"L1FLnI_Yq11.221g",1,1
"L1ORF2_4q27b",1,4
"L1FLnI_5q12.1e",1,0
"L1FLnI_Xq21.2a",1,3
"L1FLnI_1p31.1pb",1,0
"L1FLnI_2p14j",1,29
"L1FLnI_9p21.1i",1,0
"L1FLnI_16q23.2a",1,2
"L1FLnI_4q24j",1,0
"L1FLnI_7p21.1o",1,9
"L1FLnI_7q21.13i",1,0
"L1FLnI_10p11.21h",1,4
"L1FLnI_18p11.31l",1,0
"L1FLnI_18p11.32q",1,5
"L1FLnI_5q14.2a",1,1
"L1FLnI_5p15.1q",1,2
"L1FLnI_Yq11.223r",1,0
"L1FLnI_7q36.2c",1,0
"L1FLnI_2q22.1g",1,2
"L1FLnI_5p13.3e",1,0
"L1FLnI_7p12.3n",1,5
"L1FLnI_14q21.1va",1,0
"L1FLnI_1p31.1eb",1,2
"L1FLnI_Xq22.1m",1,1
"L1FLnI_2q32.1n",1,0
"L1FLnI_4q12qb",1,0
"L1FLnI_8q24.21d",1,5
"L1FLnI_9p22.1e",1,2
"L1FLnI_11q14.2t",1,1
"L1FLnI_2q22.1ca",1,0
"L1FLnI_6p25.1e",1,3
"L1FLnI_10q23.1ja",1,0
"L1FLnI_11q23.1a",1,0
"L1FLnI_17p13.3d",1,1
"L1FLnI_10p11.22o",1,4
"L1FLnI_3q11.2aa",1,2
"L1FLnI_7p13e",1,0
"L1FLnI_15q21.1a",1,6
"L1FLnI_3p14.1da",1,0
"L1FLnI_Yq11.223sa",1,0
"L1FLnI_9p22.3q",1,0
"L1FLnI_10q21.1o",1,0
"L1FLnI_18q21.2j",1,8
"L1FLnI_2q21.2l",1,8
"L1FLnI_4q13.1ua",1,3
"L1FLnI_5q23.2m",1,0
"L1FLnI_13q21.32j",1,0
"L1FLnI_Xq23aa",1,1
"L1FLnI_Xq26.2u",1,0
"L1FLnI_2q23.1f",1,3
"L1FLnI_2q14.1w",1,0
"L1FLnI_4p15.31h",1,0
"L1FLnI_4q28.3d",1,0
"L1FLnI_5q14.3ja",1,0
"L1FLnI_7q21.2b",1,4
"L1FLnI_13q12.12d",1,0
"L1FLnI_16p12.1d",1,0
"L1FLnI_18q22.1k",1,0
"L1FLnI_21p11.2n",1,0
"L1FLnI_1p21.3z",1,0
"L1FLnI_2p22.3l",1,0
"L1FLnI_3p11.1n",1,7
"L1FLnI_3q11.2h",1,5
"L1FLnI_4q28.1ga",1,0
"L1FLnI_5q31.3j",1,0
"L1FLnI_7p15.1a",1,2
"L1FLnI_7q21.2p",1,17
"L1FLnI_11p15.4e",1,18
"L1FLnI_11p14.1o",1,1
"L1FLnI_12q21.31m",1,2
"L1FLnI_13q31.3d",1,6
"L1FLnI_14q11.2l",1,4
"L1FLnI_15q14n",1,0
"L1FLnI_6q12na",1,2
"L1FLnI_2q32.3x",1,0
"L1FLnI_3q25.31i",1,0
"L1FLnI_4q27n",1,1
"L1FLnI_5p15.31j",1,0
"L1FLnI_5q31.1i",1,0
"L1FLnI_6q23.1a",1,4
"L1FLnI_7p15.1b",1,0
"L1FLnI_10q23.1f",1,0
"L1FLnI_10q23.31ba",1,0
"L1FLnI_12p12.1ba",1,0
"L1FLnI_Xq11.1u",1,0
"L1FLnI_Xq22.3ra",1,0
"L1FLnI_Yp11.2o",1,2
"L1FLnI_3q12.3l",1,0
"L1FLnI_3q13.32c",1,1
"L1FLnI_4q21.1c",1,0
"L1FLnI_5p13.3aa",1,0
"L1FLnI_5q21.3ba",1,0
"L1FLnI_5q34ia",1,0
"L1FLnI_6p22.3i",1,1
"L1FLnI_6q25.2e",1,0
"L1FLnI_7p12.2e",1,0
"L1FLnI_8p12w",1,0
"L1FLnI_10q22.3g",1,5
"L1FLnI_13q14.13e",1,0
"L1FLnI_13q21.1c",1,2
"L1FLnI_14q24.2i",1,6
"L1FLnI_15q26.1g",1,2
"L1FLnI_Xq12e",1,0
"L1FLnI_4p13k",1,0
"L1FLnI_1p31.3w",1,0
"L1FLnI_1q23.2g",1,1
"L1FLnI_1q23.3x",1,0
"L1FLnI_2q32.1s",1,1
"L1FLnI_4p12o",1,0
"L1FLnI_5q12.3v",1,1
"L1FLnI_5q35.1a",1,0
"L1FLnI_9p21.1w",1,0
"L1FLnI_9p21.1ba",1,2
"L1FLnI_10q21.1fa",1,0
"L1FLnI_11q22.3la",1,0
"L1FLnI_13q31.1a",1,2
"L1FLnI_15q25.3d",1,0
"L1FLnI_20p12.1e",1,0
"L1FLnI_Xq11.2ga",1,1
"L1FLnI_Xq12y",1,81
"L1FLnI_Xq13.3ea",1,1
"L1FLnI_Yp11.2b",1,0
"L1FLnI_1p31.3o",1,0
"L1FLnI_1q25.2l",1,1
"L1FLnI_2p14f",1,0
"L1FLnI_2q36.3q",1,5
"L1FLnI_3p14.3b",1,0
"L1FLnI_3p14.3h",1,1
"L1FLnI_4q28.2n",1,1
"L1FLnI_4q28.3qa",1,0
"L1FLnI_8q22.3v",1,0
"L1FLnI_10p12.1m",1,1
"L1FLnI_10q21.1d",1,0
"L1FLnI_10q23.1ca",1,2
"L1FLnI_11p15.1e",1,1
"L1FLnI_11q23.3d",1,8
"L1FLnI_13q21.1o",1,0
"L1FLnI_14q24.2h",1,0
"L1FLnI_16q23.2b",1,0
"L1FLnI_18q12.3a",1,10
"L1FLnI_Xq12sa",1,0
"L1FLnI_Xq13.3ia",1,0
"L1FLnI_Yq11.221za",1,0
"L1FLnI_6q25.3h",1,3
"L1FLnI_3p24.3ga",1,0
"L1FLnI_2p16.1a",1,2
"L1FLnI_2q32.3e",1,0
"L1FLnI_4q22.3o",1,5
"L1FLnI_4q28.1f",1,9
"L1FLnI_6q16.3z",1,0
"L1FLnI_6q21a",1,5
"L1FLnI_8q12.3t",1,2
"L1FLnI_8q24.21u",1,2
"L1FLnI_9q32b",1,1
"L1FLnI_10p11.23b",1,1
"L1FLnI_11q24.3m",1,0
"L1FLnI_13q22.1d",1,1
"L1FLnI_14q21.3w",1,1
"L1FLnI_14q31.3ha",1,0
"L1FLnI_Xp22.2g",1,1
"L1FLnI_Xq21.2v",1,0
"L1FLnI_Xq21.33e",1,0
"L1FLnI_Xq26.2p",1,2
"L1FLnI_Xq28aa",1,1
"L1FLnI_Yq11.221ga",1,0
"L1FLnI_2q32.1t",1,0
"L1FLnI_12q21.32c",1,1
"L1FLnI_5p15.2l",1,0
"L1FLnI_1p13.2j",1,1
"L1FLnI_1q31.1m",1,0
"L1FLnI_4q28.3o",1,0
"L1FLnI_5q12.1da",1,0
"L1FLnI_5q14.3s",1,0
"L1FLnI_6q22.31z",1,3
"L1FLnI_6q23.2k",1,2
"L1FLnI_9q22.33f",1,1
"L1FLnI_10p11.22a",1,3
"L1FLnI_11p14.3q",1,0
"L1FLnI_12q14.1o",1,0
"L1FLnI_14q12ab",1,0
"L1FLnI_14q31.3y",1,0
"L1FLnI_15q21.3m",1,0
"L1FLnI_16q23.1j",1,0
"L1FLnI_18q12.2g",1,1
"L1FLnI_18q12.3w",1,0
"L1FLnI_Xq27.2a",1,0
"L1FLnI_Yp11.2aa",1,0
"L1FLnI_Yq11.221hb",1,1
"L1FLnI_1p31.3e",1,1
"L1FLnI_5q33.3i",1,1
"L1FLnI_12q21.33g",1,0
"L1FLnI_14q21.1ta",1,0
"L1FLnI_1p33s",1,8
"L1FLnI_5p13.2g",1,0
"L1FLnI_Xp22.2i",1,2
"L1FLnI_7q36.2d",1,0
"L1FLnI_14q32.33e",1,7
"L1FLnI_21q11.2k",1,6
"L1FLnI_2p22.2a",1,0
"L1FLnI_4q25c",1,0
"L1FLnI_6q16.3ea",1,0
"L1FLnI_8q21.11v",1,0
"L1FLnI_9p21.3l",1,1
"L1FLnI_Xq21.1hd",1,0
"L1FLnI_3q28i",1,0
"L1FLnI_4q31.22a",1,0
"L1FLnI_6q15q",1,0
"L1FLnI_14q12eb",1,5
"L1FLnI_15q11.2f",1,0
"L1FLnI_2p12t",1,0
"L1FLnI_3q13.31n",1,0
"L1FLnI_6q16.1ia",1,0
"L1FLnI_6q25.3m",1,5
"L1FLnI_7p21.3f",1,7
"L1FLnI_16q21d",1,3
"L1FLnI_18p11.21n",1,2
"L1FLnI_20p12.3l",1,0
"L1FLnI_Xq22.2h",1,0
"L1FLnI_Xq26.3fa",1,0
"L1FLnI_1p13.3j",0,3571
"L1FLnI_2q37.1l",0,630
"L1FLnI_12q15j",0,617
"L1FLnI_2q12.3g",0,294
"L1FLnI_2q24.2c",0,215
"L1FLnI_2q14.2m",0,174
"L1FLnI_15q26.2l",0,170
"L1FLnI_7q11.23b",0,159
"L1FLnI_15q21.2n",0,150
"L1FLnI_12p12.2g",0,150
"L1FLnI_Xp11.21fc",0,146
"L1FLnI_Xp11.21ec",0,138
"L1FLnI_8q24.12p",0,130
"L1FLnI_Xp11.3ha",0,130
"L1FLnI_Xq21.33oa",0,100
"L1FLnI_12p11.21c",0,91
"L1FLnI_2q24.2g",0,82
"L1FLnI_9p24.2c",0,79
"L1FLnI_4q13.3eb",0,73
"L1FLI_2q31.1a",0,72
"L1FLnI_2q14.2a",0,65
"L1FLnI_11q13.5b",0,64
"L1FLnI_8q24.12t",0,62
"L1FLnI_2p25.2e",0,52
"L1FLnI_10q23.32h",0,50
"L1FLnI_2q37.1k",0,49
"L1FLnI_2q24.1s",0,49
"L1FLnI_4q24g",0,49
"L1FLnI_4q31.21j",0,49
"L1FLnI_14q21.1ka",0,48
"L1FLnI_4q13.3k",0,48
"L1FLnI_9p24.2p",0,47
"L1FLnI_Xp11.21bc",0,46
"L1FLnI_Xp11.21ea",0,46
"L1ORF2_5q31.1",0,45
"L1FLnI_Xp22.12j",0,44
"L1FLnI_8q22.1n",0,43
"L1FLnI_1p34.2e",0,41
"L1FLnI_2p22.1i",0,40
"L1FLnI_1p22.2r",0,39
"L1FLnI_5q23.1t",0,39
"L1FLnI_12q21.31d",0,38
"L1FLnI_3q26.32e",0,37
"L1FLnI_7q21.11y",0,37
"L1FLnI_1q24.3c",0,35
"L1FLnI_14q12u",0,34
"L1FLnI_4q25la",0,33
"L1FLnI_12q21.31e",0,32
"L1FLnI_8q12.2a",0,32
"L1FLnI_3q13.31h",0,32
"L1FLnI_15q21.3h",0,32
"L1FLnI_9p21.3j",0,32
"L1FLnI_13q34b",0,31
"L1FLnI_6p25.2c",0,29
"L1FLnI_8q21.13f",0,28
"L1FLnI_5q23.3w",0,27
"L1FLnI_10p12.1h",0,27
"L1FLnI_1p22.2j",0,27
"L1FLnI_1p22.2m",0,27
"L1FLnI_1q31.2j",0,27
"L1FLnI_4q13.2b",0,26
"L1FLnI_Xq28x",0,25
"L1FLnI_15q26.2i",0,24
"L1FLnI_1q23.3i",0,24
"L1FLnI_10q23.31d",0,24
"L1FLnI_8q13.2p",0,24
"L1FLnI_Xp11.22na",0,23
"L1FLnI_3q27.3e",0,23
"L1FLnI_2q23.3v",0,22
"L1FLnI_4q31.22e",0,22
"L1FLnI_8q24.13n",0,22
"L1FLnI_8q24.13d",0,22
"L1FLnI_Xp11.21ac",0,22
"L1FLnI_6q22.31i",0,22
"L1FLnI_2q32.1ra",0,22
"L1FLnI_10p15.1c",0,21
"L1FLnI_Xq13.2ba",0,21
"L1FLnI_10p12.31b",0,21
"L1FLnI_12q13.11i",0,21
"L1FLnI_6q14.2k",0,21
"L1FLnI_12p13.33d",0,20
"L1FLnI_Xq21.2r",0,20
"L1FLnI_2q24.1p",0,20
"L1FLnI_6p12.3f",0,20
"L1FLnI_4q22.1w",0,20
"L1FLnI_11p15.4i",0,20
"L1FLnI_1q21.1m",0,20
"L1FLI_2q24.3b",0,19
"L1FLnI_8q21.3m",0,19
"L1FLnI_6q14.1sb",0,19
"L1FLnI_1q24.3m",0,19
"L1FLnI_19q13.11b",0,19
"L1FLnI_4q32.3g",0,19
"L1FLnI_12q24.13a",0,18
"L1FLnI_2q23.3t",0,18
"L1FLnI_14q32.12a",0,18
"L1FLnI_12q21.1a",0,18
"L1FLnI_3p25.3d",0,18
"L1FLnI_4p16.1j",0,18
"L1FLnI_9p21.3p",0,18
"L1FLnI_2p16.1ka",0,18
"L1FLnI_Xq25bc",0,18
"L1ORF2_1q25.2",0,18
"L1FLnI_11q14.3h",0,17
"L1FLnI_5q33.1k",0,17
"L1FLnI_1q21.1j",0,17
"L1FLnI_10q21.2j",0,17
"L1ORF2_3q27.3b",0,17
"L1FLnI_6q22.33o",0,17
"L1FLnI_2q14.3u",0,17
"L1FLnI_1q32.2f",0,17
"L1FLnI_3q13.32g",0,17
"L1FLnI_12p11.21d",0,16
"L1FLnI_1p22.3d",0,16
"L1FLnI_13q33.2e",0,16
"L1FLnI_14q21.2a",0,16
"L1ORF2_Xp21.3",0,16
"L1FLnI_Xq13.3o",0,16
"L1FLnI_4q21.21a",0,16
"L1FLnI_7q21.3j",0,16
"L1FLnI_Xp11.21ka",0,16
"L1FLnI_8q23.3y",0,16
"L1FLnI_11q24.3k",0,16
"L1FLnI_3q13.12i",0,16
"L1FLI_5q32",0,15
"L1FLnI_14q21.1c",0,15
"L1ORF2_19q13.13",0,15
"L1FLnI_18p11.23d",0,15
"L1FLnI_Xp11.23a",0,15
"L1FLnI_12q24.33d",0,15
"L1FLnI_20p12.3n",0,15
"L1FLnI_7q35a",0,15
"L1FLnI_9q31.1i",0,15
"L1FLnI_9q22.33e",0,15
"L1FLnI_1p32.1j",0,15
"L1FLI_12q24.32",0,15
"L1FLnI_2q21.2f",0,15
"L1FLnI_4q22.1la",0,15
"L1FLnI_6p12.3u",0,15
"L1FLnI_2q31.3o",0,15
"L1FLnI_2q22.3c",0,15
"L1FLnI_7p21.2j",0,15
"L1FLI_4q13.1",0,15
"L1FLnI_6p25.1b",0,14
"L1FLnI_7q34i",0,14
"L1FLI_2q33.1",0,14
"L1FLnI_2q32.1aa",0,14
"L1FLnI_6p12.3o",0,14
"L1FLnI_5q31.3i",0,14
"L1FLnI_5q31.2b",0,14
"L1FLnI_6p12.1f",0,14
"L1FLnI_1q25.2a",0,14
"L1FLnI_14q21.1r",0,14
"L1FLnI_Xp22.12i",0,14
"L1FLnI_2q37.1h",0,14
"L1FLnI_Xp21.3l",0,14
"L1FLnI_14q31.3j",0,14
"L1FLnI_4q35.1g",0,14
"L1FLnI_15q26.1f",0,14
"L1FLnI_15q14d",0,14
"L1FLI_3p12.2",0,14
"L1ORF2_3q26.32a",0,13
"L1FLnI_10q25.3m",0,13
"L1FLnI_15q15.3b",0,13
"L1FLnI_4p15.2g",0,13
"L1FLnI_2q31.1r",0,13
"L1FLnI_2q34k",0,13
"L1FLnI_20p12.2b",0,13
"L1FLnI_17p12e",0,13
"L1FLnI_3p14.2z",0,13
"L1FLnI_8q21.13ca",0,13
"L1FLnI_2q36.3t",0,13
"L1FLnI_2q24.1ka",0,13
"L1FLnI_1p32.1e",0,13
"L1FLnI_14q23.1r",0,13
"L1FLnI_12p13.32b",0,13
"L1FLI_5q35.2",0,13
"L1FLI_2p11.2",0,13
"L1FLnI_18q21.2b",0,12
"L1FLnI_10p11.22c",0,12
"L1FLnI_Xq22.3wa",0,12
"L1FLnI_7p22.1a",0,12
"L1FLnI_18q12.1d",0,12
"L1FLnI_Xp11.23b",0,12
"L1FLnI_2q21.3a",0,12
"L1FLI_4q13.3",0,12
"L1FLnI_6p24.3b",0,12
"L1FLnI_5q23.1f",0,12
"L1ORF2_Xq21.1",0,12
"L1FLnI_9p21.3n",0,12
"L1FLnI_18q11.2d",0,12
"L1FLnI_Xp11.23c",0,12
"L1FLnI_2q37.2c",0,12
"L1FLnI_3q26.32l",0,12
"L1FLnI_4q13.3e",0,12
"L1FLnI_20p11.21h",0,12
"L1FLnI_8p11.21c",0,12
"L1FLnI_2p24.1y",0,12
"L1FLnI_3q26.32d",0,12
"L1FLnI_5q14.3j",0,12
"L1FLnI_6q21z",0,12
"L1FLnI_21q11.2l",0,12
"L1FLnI_Xq25cc",0,12
"L1FLnI_5q23.2qa",0,12
"L1FLnI_9q21.32h",0,12
"L1FLnI_6p12.3i",0,12
"L1FLnI_4q22.1ca",0,12
"L1FLI_7q11.21",0,12
"L1FLnI_2q36.3i",0,12
"L1FLI_8q21.11a",0,11
"L1FLnI_Yp11.2cb",0,11
"L1FLI_22q13.32",0,11
"L1FLnI_15q21.3ka",0,11
"L1FLnI_14q21.1ga",0,11
"L1FLnI_Xp11.3t",0,11
"L1FLnI_Xp11.22f",0,11
"L1FLnI_5q14.3g",0,11
"L1FLnI_18q22.1o",0,11
"L1FLnI_8q22.1ma",0,11
"L1FLnI_12q21.32aa",0,11
"L1FLnI_9p24.3d",0,11
"L1ORF2_10q25.1",0,11
"L1FLI_Xq27.2b",0,11
"L1FLI_15q23b",0,11
"L1FLI_4q25",0,11
"L1ORF2_18p11.21",0,11
"L1FLI_5q21.2",0,11
"L1FLnI_1p32.2e",0,11
"L1FLnI_4q31.21b",0,11
"L1ORF2_18p11.23",0,11
"L1FLI_1q31.1a",0,11
"L1FLnI_9q31.3h",0,11
"L1FLnI_2q24.2e",0,11
"L1FLnI_5q14.3wa",0,11
"L1FLI_5p13.1",0,11
"L1FLnI_4q23f",0,11
"L1FLnI_12q13.11j",0,11
"L1FLnI_4q33g",0,11
"L1FLnI_16q24.1b",0,11
"L1FLnI_8q11.1f",0,11
"L1FLnI_11q24.2b",0,10
"L1FLnI_1q31.2l",0,10
"L1FLnI_4q21.23j",0,10
"L1FLnI_1p31.1ec",0,10
"L1FLnI_6q14.1pb",0,10
"L1ORF2_8q24.22",0,10
"L1FLnI_1q43h",0,10
"L1FLnI_5p13.3d",0,10
"L1FLnI_5q14.2g",0,10
"L1FLnI_12p11.22f",0,10
"L1FLnI_2q32.1c",0,10
"L1FLnI_1p31.1wb",0,10
"L1FLnI_3q29a",0,10
"L1FLnI_11p12a",0,10
"L1FLnI_3p14.3c",0,10
"L1FLnI_5q12.3n",0,10
"L1FLnI_18q21.32e",0,10
"L1FLI_20p12.1",0,10
"L1FLnI_4q32.3f",0,10
"L1FLnI_5q12.1w",0,10
"L1FLnI_11q21j",0,10
"L1FLnI_13q31.1ma",0,10
"L1FLnI_4q28.3t",0,10
"L1FLnI_1q21.1a",0,10
"L1FLnI_2p24.3b",0,10
"L1FLnI_11p15.2i",0,10
"L1FLnI_6q25.3b",0,10
"L1FLI_8q24.22",0,10
"L1FLnI_11q22.3j",0,10
"L1FLnI_19q13.43a",0,10
"L1FLnI_14q24.2e",0,10
"L1FLnI_2p16.1aa",0,10
"L1FLnI_6q22.31l",0,10
"L1FLnI_7q31.1aa",0,10
"L1FLI_Xp21.1b",0,10
"L1ORF2_20p12.2",0,10
"L1FLnI_4p16.1k",0,10
"L1FLnI_2q33.1d",0,9
"L1FLnI_18p11.31c",0,9
"L1ORF2_18q23",0,9
"L1FLnI_2q31.2d",0,9
"L1FLnI_9q21.12b",0,9
"L1FLnI_Xp11.21qb",0,9
"L1FLnI_8q21.2j",0,9
"L1FLnI_20p11.1d",0,9
"L1FLnI_11p15.4s",0,9
"L1FLnI_20p12.1f",0,9
"L1FLnI_13q13.3j",0,9
"L1FLnI_5q34la",0,9
"L1FLnI_11p15.2h",0,9
"L1FLnI_11q24.2p",0,9
"L1FLnI_Xp22.12h",0,9
"L1ORF2_8q12.3",0,9
"L1FLnI_6q16.1ba",0,9
"L1FLnI_4p15.32d",0,9
"L1FLnI_3p26.3g",0,9
"L1FLI_Xp11.23",0,9
"L1FLnI_2q14.3ka",0,9
"L1FLnI_10q11.21f",0,9
"L1FLnI_10q23.1o",0,9
"L1FLnI_7p15.3p",0,9
"L1FLnI_8q13.3h",0,9
"L1FLnI_19q13.2e",0,9
"L1FLnI_1p22.2a",0,9
"L1FLnI_7p21.2m",0,9
"L1FLnI_5q12.3k",0,9
"L1FLnI_4p16.1i",0,9
"L1FLnI_8q24.21b",0,9
"L1FLnI_11q22.2c",0,9
"L1FLnI_6q16.1w",0,9
"L1FLI_10q25.1a",0,9
"L1FLnI_2q31.1ca",0,9
"L1ORF2_8q21.11",0,9
"L1FLnI_12q21.32x",0,9
"L1FLnI_Xq13.3xa",0,9
"L1FLnI_6p25.1k",0,9
"L1FLnI_6p22.3r",0,9
"L1FLnI_8q21.13g",0,9
"L1FLnI_3p14.2ea",0,9
"L1FLnI_10q24.2k",0,9
"L1FLnI_10q21.3f",0,9
"L1FLnI_14q22.3m",0,9
"L1FLnI_9p23w",0,9
"L1FLnI_11q13.5g",0,9
"L1FLnI_8q13.3k",0,9
"L1FLnI_4p15.33t",0,9
"L1FLnI_5q14.2c",0,9
"L1ORF2_6q22.31",0,9
"L1FLnI_18p11.32c",0,9
"L1FLnI_9p21.2e",0,8
"L1FLI_12q22",0,8
"L1ORF2_5q11.2",0,8
"L1FLnI_21q21.1s",0,8
"L1FLnI_Xq21.33ka",0,8
"L1FLnI_17q22t",0,8
"L1FLnI_18p11.21h",0,8
"L1FLnI_11q23.1d",0,8
"L1FLnI_9q33.1q",0,8
"L1ORF2_4q24",0,8
"L1FLnI_4q25ma",0,8
"L1FLI_5q21.1",0,8
"L1FLnI_2q24.1da",0,8
"L1FLnI_18q12.1aa",0,8
"L1FLnI_3q13.13n",0,8
"L1FLnI_5q31.1p",0,8
"L1FLnI_Xp22.13e",0,8
"L1FLnI_18p11.22i",0,8
"L1FLnI_Xq13.2v",0,8
"L1FLnI_11p14.1i",0,8
"L1FLnI_4q32.3z",0,8
"L1ORF2_7p14.3",0,8
"L1ORF2_8p21.2",0,8
"L1FLnI_13q31.2d",0,8
"L1FLnI_10p14d",0,8
"L1FLnI_14q23.1g",0,8
"L1FLnI_11p13b",0,8
"L1FLnI_18p11.22h",0,8
"L1FLnI_1p35.2c",0,8
"L1FLnI_20q13.12a",0,8
"L1FLI_1q43",0,8
"L1FLnI_5q15h",0,8
"L1FLnI_17q11.2d",0,8
"L1FLnI_Yp11.32c",0,8
"L1FLnI_1p22.2h",0,8
"L1FLnI_14q21.2c",0,8
"L1ORF2_3q13.33",0,8
"L1FLnI_Xp11.3m",0,8
"L1FLnI_2q23.3d",0,8
"L1FLnI_9q22.31g",0,8
"L1FLnI_Xq21.31gb",0,8
"L1FLI_15q26.1",0,8
"L1FLI_15q23a",0,8
"L1FLnI_4q13.1cb",0,8
"L1FLnI_8q22.2f",0,8
"L1FLnI_8q12.1z",0,8
"L1FLnI_2q35a",0,8
"L1FLnI_3q13.2h",0,8
"L1FLnI_7q34e",0,8
"L1FLI_1q25.1a",0,8
"L1FLnI_6p23",0,8
"L1FLnI_11q25r",0,8
"L1FLnI_10q26.2a",0,8
"L1FLnI_7q33o",0,8
"L1FLnI_2q23.3a",0,8
"L1ORF2_5p14.3",0,8
"L1FLnI_3q13.32m",0,8
"L1FLnI_12p12.1z",0,8
"L1FLnI_12q23.1a",0,8
"L1FLnI_13q13.2e",0,8
"L1FLnI_5q23.1k",0,8
"L1FLnI_Xq12aa",0,8
"L1FLnI_2q34pa",0,8
"L1FLnI_8q24.23i",0,8
"L1FLnI_6q14.3a",0,8
"L1FLnI_Xp21.2e",0,8
"L1FLnI_Xq24k",0,8
"L1FLnI_12q15e",0,8
"L1FLnI_6p25.3c",0,8
"L1FLnI_Xq13.1o",0,8
"L1ORF2_10p13",0,8
"L1FLnI_4q28.1p",0,8
"L1FLnI_Xq11.1d",0,8
"L1FLnI_13q21.32f",0,7
"L1FLnI_Xq22.1ea",0,7
"L1FLnI_8p22l",0,7
"L1FLnI_1q23.2c",0,7
"L1FLnI_11p14.3o",0,7
"L1FLnI_13q33.1d",0,7
"L1ORF2_18q12.3b",0,7
"L1ORF2_Xq28",0,7
"L1FLnI_3q13.31b",0,7
"L1FLnI_3q21.3a",0,7
"L1FLnI_4q13.1fb",0,7
"L1FLnI_20p11.21k",0,7
"L1ORF2_1p33",0,7
"L1FLnI_6q14.3b",0,7
"L1FLnI_5q23.2y",0,7
"L1FLnI_5p14.3a",0,7
"L1FLnI_1q25.2i",0,7
"L1FLnI_11q13.4a",0,7
"L1FLnI_2q36.1b",0,7
"L1FLnI_4q35.2f",0,7
"L1FLnI_8q21.2m",0,7
"L1FLnI_11q21f",0,7
"L1FLI_Xp22.11",0,7
"L1FLnI_5q14.2h",0,7
"L1ORF2_8q21.13",0,7
"L1ORF2_12q15",0,7
"L1FLnI_3q26.32g",0,7
"L1FLnI_8q21.13qa",0,7
"L1FLnI_6q16.1g",0,7
"L1FLnI_11p15.2j",0,7
"L1FLnI_2q31.1x",0,7
"L1FLnI_4q28.1ba",0,7
"L1FLnI_4q13.2p",0,7
"L1FLnI_2q23.3u",0,7
"L1FLnI_5q11.2la",0,7
"L1FLnI_5q23.1o",0,7
"L1FLnI_7q21.11k",0,7
"L1FLnI_17p13.3g",0,7
"L1FLnI_6q24.1r",0,7
"L1FLnI_8q21.3f",0,7
"L1FLnI_5q31.1v",0,7
"L1FLnI_Xq12h",0,7
"L1FLnI_3p12.3k",0,7
"L1FLnI_4q21.23c",0,7
"L1FLnI_11p15.3o",0,7
"L1FLnI_12p12.1e",0,7
"L1FLnI_14q12pa",0,7
"L1FLI_16q21",0,7
"L1FLnI_6q14.3n",0,7
"L1FLnI_6q22.1h",0,7
"L1FLnI_5q14.2m",0,7
"L1FLnI_4q32.3d",0,7
"L1FLnI_1p22.2e",0,7
"L1FLnI_14q21.3i",0,7
"L1FLnI_6p22.3c",0,7
"L1FLnI_Xq24h",0,7
"L1FLnI_9q21.33n",0,7
